"Date","LFIN55MACAM647S"
1995-01-01,484299.18541475
1995-02-01,485734.316827714
1995-03-01,488960.771531964
1995-04-01,501543.460255751
1995-05-01,510378.477045985
1995-06-01,512547.758317348
1995-07-01,508356.553770594
1995-08-01,513783.620452058
1995-09-01,525532.118589947
1995-10-01,516669.416408719
1995-11-01,515093.807945032
1995-12-01,516466.754325998
1996-01-01,514335.364696784
1996-02-01,511018.785206731
1996-03-01,514464.210371916
1996-04-01,520955.921948
1996-05-01,524673.246427417
1996-06-01,514721.645235963
1996-07-01,507049.320851433
1996-08-01,515819.06803893
1996-09-01,521399.299380833
1996-10-01,513583.637133193
1996-11-01,501752.957007448
1996-12-01,498624.594522646
1997-01-01,505119.704434437
1997-02-01,495966.719473889
1997-03-01,501802.55680094
1997-04-01,505019.093778208
1997-05-01,500297.751581032
1997-06-01,498225.797363732
1997-07-01,502114.920846546
1997-08-01,499873.455066406
1997-09-01,506592.432531474
1997-10-01,505763.558268362
1997-11-01,508263.298675728
1997-12-01,519085.240033836
1998-01-01,518064.241911215
1998-02-01,521738.386936045
1998-03-01,531327.563923051
1998-04-01,543780.18016601
1998-05-01,538654.41535044
1998-06-01,532741.65898791
1998-07-01,522590.920893104
1998-08-01,518275.958899716
1998-09-01,519979.174994032
1998-10-01,527196.313036888
1998-11-01,525229.559001264
1998-12-01,529586.123645366
1999-01-01,518801.740411069
1999-02-01,531321.603999689
1999-03-01,534679.811760592
1999-04-01,519492.344930592
1999-05-01,526465.425106353
1999-06-01,520705.409357452
1999-07-01,525675.698174728
1999-08-01,516592.18173608
1999-09-01,519925.058212537
1999-10-01,518826.087729184
1999-11-01,522892.403834927
1999-12-01,525870.63801742
2000-01-01,524187.836897777
2000-02-01,529096.377170156
2000-03-01,535308.978250587
2000-04-01,533082.368477787
2000-05-01,532052.809216138
2000-06-01,528542.151167632
2000-07-01,542528.590966501
2000-08-01,533063.650059773
2000-09-01,541357.857747041
2000-10-01,551270.699055038
2000-11-01,543522.306364361
2000-12-01,534213.528250345
2001-01-01,549003.232969578
2001-02-01,551954.264653326
2001-03-01,539856.786073516
2001-04-01,550586.882916238
2001-05-01,549348.886863806
2001-06-01,547391.828200878
2001-07-01,554029.602138052
2001-08-01,547481.378490179
2001-09-01,559355.717283528
2001-10-01,567573.633492137
2001-11-01,570560.480201449
2001-12-01,559125.97184368
2002-01-01,545582.807484591
2002-02-01,548384.671466501
2002-03-01,553921.417198158
2002-04-01,549092.270721128
2002-05-01,548163.918186367
2002-06-01,553016.4679716
2002-07-01,559861.514598803
2002-08-01,562068.344388401
2002-09-01,553426.639499358
2002-10-01,558336.594493314
2002-11-01,541623.751781366
2002-12-01,546561.573471356
2003-01-01,540341.697598118
2003-02-01,540134.588226649
2003-03-01,552337.692093072
2003-04-01,539655.425682516
2003-05-01,549675.218848331
2003-06-01,548493.986245419
2003-07-01,557085.493938965
2003-08-01,547238.97870736
2003-09-01,540716.042163492
2003-10-01,538790.704217989
2003-11-01,545635.342604335
2003-12-01,547433.30306529
2004-01-01,552059.99940812
2004-02-01,541989.714852983
2004-03-01,559945.845775445
2004-04-01,561793.290283643
2004-05-01,559380.380721252
2004-06-01,558785.744965174
2004-07-01,575313.426639592
2004-08-01,574063.998311523
2004-09-01,573561.289981774
2004-10-01,566771.9147856
2004-11-01,555191.873104481
2004-12-01,560756.76049141
2005-01-01,551820.157895769
2005-02-01,564282.88736751
2005-03-01,571963.202589057
2005-04-01,569653.642043958
2005-05-01,567481.183482943
2005-06-01,574039.760258425
2005-07-01,572714.706716641
2005-08-01,574621.205822194
2005-09-01,573868.07272285
2005-10-01,577724.920126292
2005-11-01,583673.517808702
2005-12-01,594736.390442116
2006-01-01,592545.547221342
2006-02-01,608125.824703722
2006-03-01,599523.030898705
2006-04-01,605237.696212425
2006-05-01,600924.302538484
2006-06-01,601842.631958435
2006-07-01,597615.923404066
2006-08-01,602518.927865295
2006-09-01,605230.969492965
2006-10-01,600731.840839032
2006-11-01,597935.73806017
2006-12-01,596971.848666186
2007-01-01,611182.046484243
2007-02-01,607872.9610193
2007-03-01,612199.433141848
2007-04-01,603042.921240679
2007-05-01,611960.50735743
2007-06-01,615263.733977705
2007-07-01,619516.831004382
2007-08-01,615731.517059528
2007-09-01,620153.363484472
2007-10-01,608786.189444638
2007-11-01,621631.652959021
2007-12-01,615592.030145943
2008-01-01,614676.054775426
2008-02-01,630018.418018547
2008-03-01,624283.723973818
2008-04-01,643374.955018662
2008-05-01,638471.726474795
2008-06-01,640655.866925285
2008-07-01,645544.908356347
2008-08-01,647873.005100826
2008-09-01,635598.6021709
2008-10-01,628248.366343285
2008-11-01,642812.40337293
2008-12-01,639895.181018011
2009-01-01,631875.078820956
2009-02-01,647636.162180933
2009-03-01,643014.525410956
2009-04-01,637523.547360292
2009-05-01,646840.933018816
2009-06-01,649076.833686267
2009-07-01,632247.910782391
2009-08-01,640745.495094424
2009-09-01,654397.722340902
2009-10-01,658816.572423597
2009-11-01,653122.564744687
2009-12-01,652399.992172525
2010-01-01,663160.757294266
2010-02-01,660753.952286422
2010-03-01,664922.538854875
2010-04-01,661385.202994182
2010-05-01,662511.095261533
2010-06-01,666631.963625174
2010-07-01,661749.134459118
2010-08-01,666686.911171644
2010-09-01,643016.109540312
2010-10-01,650309.15007568
2010-11-01,642960.068089036
2010-12-01,646475.291003344
2011-01-01,666358.27024742
2011-02-01,664158.136760829
2011-03-01,660320.118306154
2011-04-01,657024.576120692
2011-05-01,670438.141594556
2011-06-01,677870.175820072
2011-07-01,682602.593336643
2011-08-01,681808.870324374
2011-09-01,678920.179128402
2011-10-01,691116.317218376
2011-11-01,688565.524961642
2011-12-01,667357.563813041
2012-01-01,678460.603048363
2012-02-01,684316.44886816
2012-03-01,679458.172338538
2012-04-01,675342.640608099
2012-05-01,674530.076403494
2012-06-01,682181.071468672
2012-07-01,686576.272785526
2012-08-01,663057.694372402
2012-09-01,662777.186258237
2012-10-01,653882.670596822
2012-11-01,664489.311035853
2012-12-01,657387.439557916
2013-01-01,656315.924998796
2013-02-01,664129.459575344
2013-03-01,665395.816047688
2013-04-01,656073.135088353
2013-05-01,658673.535303464
2013-06-01,668131.145881254
2013-07-01,673984.300903396
2013-08-01,670547.973316235
2013-09-01,681877.446516819
2013-10-01,678034.435193012
2013-11-01,684385.131087147
2013-12-01,692646.907188363
2014-01-01,695965.3824866
2014-02-01,682946.475276621
2014-03-01,674993.083681884
2014-04-01,673098.819639874
2014-05-01,667860.320767536
2014-06-01,656387.269779441
2014-07-01,667695.238057783
2014-08-01,699294.688420379
2014-09-01,696360.359566501
2014-10-01,690619.434382055
2014-11-01,710718.877503395
2014-12-01,715934.278570945
2015-01-01,698264.485538851
2015-02-01,682369.57010829
2015-03-01,689720.773361184
2015-04-01,682535.542015689
2015-05-01,674907.642193889
2015-06-01,669163.485406822
2015-07-01,662375.99273537
2015-08-01,677251.527058386
2015-09-01,682441.116249045
2015-10-01,705283.575373914
2015-11-01,694959.957375546
2015-12-01,685062.049968422
2016-01-01,690225.456724224
2016-02-01,672790.279805894
2016-03-01,692140.192418227
2016-04-01,678908.626584262
2016-05-01,684914.212313096
2016-06-01,691122.497545787
2016-07-01,689777.158097479
2016-08-01,682963.016387488
2016-09-01,679600.942797076
2016-10-01,677090.137044836
2016-11-01,697738.495511187
2016-12-01,683068.545325012
2017-01-01,686026.082152497
2017-02-01,688651.263687301
2017-03-01,703157.385318076
2017-04-01,704899.205634741
2017-05-01,700985.226678674
2017-06-01,713912.407305394
2017-07-01,721293.728754686
2017-08-01,701648.513859833
2017-09-01,703752.055798584
2017-10-01,699231.11932245
2017-11-01,696664.773509228
2017-12-01,700875.964537126
2018-01-01,719809.755575109
2018-02-01,720220.99842817
2018-03-01,701989.170166192
2018-04-01,715302.785588679
2018-05-01,703794.455002534
2018-06-01,685966.757601267
2018-07-01,691367.896191082
2018-08-01,694317.524050196
2018-09-01,691468.022565312
2018-10-01,705999.329036131
2018-11-01,674390.116468319
2018-12-01,687229.79771125
2019-01-01,691099.47911504
2019-02-01,686688.964715291
2019-03-01,688900.825806372
2019-04-01,679027.076514137
2019-05-01,676028.876246509
2019-06-01,678797.690081446
2019-07-01,680398.252179806
2019-08-01,681821.97048433
2019-09-01,690473.164920122
2019-10-01,698820.084193445
2019-11-01,701172.23582806
2019-12-01,704783.36789266
2020-01-01,695860.824826584
2020-02-01,689492.720602455
2020-03-01,722870.152116027
2020-04-01,791167.940469041
2020-05-01,758175.678479408
2020-06-01,734451.929382658
2020-07-01,707835.824272427
2020-08-01,697796.893405819
2020-09-01,692820.673374084
2020-10-01,675814.488443968
2020-11-01,695401.245998308
2020-12-01,674893.315787134
2021-01-01,679275.287387864
2021-02-01,687367.523000824
2021-03-01,659739.542184784
2021-04-01,681110.451028879
2021-05-01,670049.123957076
2021-06-01,650901.09726394
2021-07-01,656360.62981164
2021-08-01,654932.967084244
2021-09-01,664418.443439917
2021-10-01,667367.703571671
2021-11-01,676229.435018678
2021-12-01,698128.402009944
2022-01-01,693233.942450711
2022-02-01,696338.756243306
2022-03-01,692336.41419843
2022-04-01,688919.194385291
2022-05-01,701316.067126117
2022-06-01,728570.968514853
2022-07-01,699218.675691426
2022-08-01,706024.529692036
2022-09-01,702560.486253925
2022-10-01,708266.097375368
2022-11-01,703510.479236425
2022-12-01,698344.186043994
2023-01-01,676700.272249229
2023-02-01,683909.068120208
2023-03-01,669297.869093642
2023-04-01,675778.396185429
2023-05-01,679554.714193003
2023-06-01,697585.633094206
2023-07-01,689123.020880586
2023-08-01,683144.319871166
2023-09-01,677276.536802342
2023-10-01,655146.757484092
2023-11-01,649764.944209383
